/Users/Diego/Desktop/Testing_udemy/IMG/center_2019_03_28_14_26_13_825.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/left_2019_03_28_14_26_13_825.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/right_2019_03_28_14_26_13_825.jpg, 0, 0, 0, 8.088464E-05
/Users/Diego/Desktop/Testing_udemy/IMG/center_2019_03_28_14_26_13_947.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/left_2019_03_28_14_26_13_947.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/right_2019_03_28_14_26_13_947.jpg, 0, 0, 0, 8.11939E-05
/Users/Diego/Desktop/Testing_udemy/IMG/center_2019_03_28_14_26_14_079.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/left_2019_03_28_14_26_14_079.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/right_2019_03_28_14_26_14_079.jpg, 0, 0, 0, 8.204015E-05
/Users/Diego/Desktop/Testing_udemy/IMG/center_2019_03_28_14_26_14_193.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/left_2019_03_28_14_26_14_193.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/right_2019_03_28_14_26_14_193.jpg, 0, 0, 0, 8.175727E-05
/Users/Diego/Desktop/Testing_udemy/IMG/center_2019_03_28_14_26_14_311.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/left_2019_03_28_14_26_14_311.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/right_2019_03_28_14_26_14_311.jpg, 0, 0, 0, 8.161682E-05
/Users/Diego/Desktop/Testing_udemy/IMG/center_2019_03_28_14_26_14_418.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/left_2019_03_28_14_26_14_418.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/right_2019_03_28_14_26_14_418.jpg, 0, 0, 0, 8.262194E-05
/Users/Diego/Desktop/Testing_udemy/IMG/center_2019_03_28_14_26_14_545.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/left_2019_03_28_14_26_14_545.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/right_2019_03_28_14_26_14_545.jpg, 0.3805801, 0, 0, 6.550014E-05
/Users/Diego/Desktop/Testing_udemy/IMG/center_2019_03_28_14_26_14_678.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/left_2019_03_28_14_26_14_678.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/right_2019_03_28_14_26_14_678.jpg, 0.735123, 0.2037392, 0, 0.1134412
/Users/Diego/Desktop/Testing_udemy/IMG/center_2019_03_28_14_26_14_808.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/left_2019_03_28_14_26_14_808.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/right_2019_03_28_14_26_14_808.jpg, 0.6996718, 0.5941561, 0, 0.7235325
/Users/Diego/Desktop/Testing_udemy/IMG/center_2019_03_28_14_26_14_920.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/left_2019_03_28_14_26_14_920.jpg, /Users/Diego/Desktop/Testing_udemy/IMG/right_2019_03_28_14_26_14_920.jpg, 0.3642629, 0.929565, 0, 1.847343
